datetime,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,2015year,month,day,price_normed,Amazon_normed,Boeing_normed,Microsoft_normed,Starbucks_normed,Walmart_normed,DJI_normed
2015-04-09,2,1.75,2056,52333,1.0,0,0,4,7,1048,1008,1,4,9,-0.035037466194304284,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.0,1890,4500,1.5,0,0,3,7,1490,400,1,4,9,0.03702828458557004,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,1.75,1850,26445,1.0,0,0,4,7,1850,0,1,4,9,-0.009060276959698427,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.5,2610,7333,2.0,0,0,3,8,2610,0,1,4,9,-0.02512144234668592,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,1.75,1770,12875,1.0,0,0,3,8,1770,0,1,4,9,-0.01953495003816853,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,1.0,950,8400,1.0,0,0,3,7,950,0,1,4,9,-0.03545645311744309,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.5,2750,10351,2.0,0,0,3,10,2750,0,1,4,9,0.026553611507099933,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,5,4.0,4700,22326,2.0,0,0,3,11,4700,0,1,4,9,0.1201273576747662,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.0,2060,3060,2.0,0,0,3,7,2060,0,1,4,9,-0.01953495003816853,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,5,2.0,2730,7344,1.0,0,0,5,7,1510,1220,1,4,9,-0.032104557732332666,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,1.0,1460,5000,1.0,0,0,4,7,1460,0,1,4,9,-0.0202332615767332,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,1.75,1770,7336,1.0,0,0,4,8,1770,0,1,4,9,-0.026518065423815268,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,3.0,2210,4191,2.0,0,0,3,7,2210,0,1,4,9,-0.03140624619376799,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.5,2670,20894,2.0,0,0,3,9,2330,340,1,4,9,-0.018836638499603858,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,5,2.5,2650,54380,2.0,0,0,3,9,2650,0,1,4,9,0.001407413003386033,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,2.5,2060,4730,2.0,0,0,4,8,2060,0,1,4,9,0.011882086081856138,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,2,1.75,1800,7191,1.0,0,3,4,7,990,810,1,4,9,-0.022328196192427225,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,1.75,2860,48351,1.0,0,0,3,8,1710,1150,1,4,9,0.006093083427154994,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,1.75,1220,7447,1.0,0,0,4,7,1220,0,1,4,9,0.022084417660286026,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,1.5,1370,10317,1.5,0,0,3,6,1370,0,1,4,9,-0.04747439469614114,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,1.5,2430,3600,2.5,0,0,3,8,2430,0,1,4,9,0.05588269612681624,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,2.25,1880,11556,2.0,0,0,3,8,1880,0,1,4,9,0.0014143961187716794,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,1.0,2300,7680,1.0,0,0,3,7,1270,1030,1,4,9,-0.023445494654130702,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,2,1.0,1150,12861,1.0,0,0,3,6,1150,0,1,4,9,-0.0362944269637207,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,1.75,1940,3060,1.0,0,0,4,7,1000,940,1,4,9,0.012308056120380587,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,3.0,2490,5706,2.0,0,0,3,9,2490,0,1,4,9,-0.023724819269556573,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.0,1700,12048,2.0,0,0,3,7,1700,0,1,4,9,-0.036643582733003034,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,2.5,1870,5333,2.0,0,0,3,8,1870,0,1,4,9,-0.02274718311556603,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,5,3.25,3340,9075,2.0,0,0,3,8,2600,740,1,4,9,0.020967119198582542,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,3.25,3030,7644,2.0,0,0,3,8,2830,200,1,4,9,0.011602761466430269,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,5,3.5,4000,9234,2.0,0,0,3,9,4000,0,1,4,9,0.03674127854321997,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,2.5,1480,2159,3.0,0,0,3,8,1480,0,1,4,9,0.015380626890065153,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.5,3340,6924,2.0,0,0,3,8,3340,0,1,4,9,0.005045616119307983,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,2.5,2075,39553,1.0,0,0,3,7,2075,0,1,4,9,-0.015345080806780487,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.5,3490,3677,2.0,0,0,3,9,2850,640,1,4,9,0.0195704961214532,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,4,2.5,3310,4839,2.0,0,0,3,9,3310,0,1,4,9,0.014542653043787547,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,2,2.5,1470,690,3.0,0,3,3,8,1470,0,1,4,9,0.015380626890065153,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,5,2.75,3180,9255,2.0,0,0,3,9,3180,0,1,4,9,0.049730571472061454,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-09,3,2.5,2050,15035,2.0,0,0,3,9,2050,0,1,4,9,-0.010456900036827772,0.6107492928516961,0.8776582498044405,0.2293837914691941,0.7724339455972988,0.43782824348270777,0.8480695341307601
2015-04-10,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,1,4,10,-0.029311311578073963,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,3.25,4860,181319,2.5,0,0,3,9,4860,0,1,4,10,0.1180324230590722,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.0,1360,6082,1.0,0,0,3,7,1360,0,1,4,10,-0.04062395850282168,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,2380,16080,1.0,0,2,4,9,1340,1040,1,4,10,0.06230716228161123,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,1860,7881,1.0,0,0,3,7,1160,700,1,4,10,-0.026168909654532932,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,1740,46580,1.0,0,0,4,7,1740,0,1,4,10,-0.027914688500944616,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,1630,3425,2.0,0,0,3,8,1630,0,1,4,10,-0.026518065423815268,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.0,1440,6702,1.0,0,0,4,7,1440,0,1,4,10,-0.05078439138893768,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,3.0,3655,51836,1.0,0,0,5,8,2174,1481,1,4,10,0.02795023458422928,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,2190,3600,2.0,0,0,3,9,2190,0,1,4,10,0.015380626890065153,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.5,1480,9086,1.0,0,0,3,7,1480,0,1,4,10,-0.03280286927089733,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,2153,4400,2.0,0,0,3,8,2153,0,1,4,10,-0.03922733542569233,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.0,1180,1800,2.0,0,2,3,8,1180,0,1,4,10,-0.016043392345345162,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,1920,9000,2.0,0,0,2,7,1920,0,1,4,10,-0.016043392345345162,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,2630,5379,2.0,0,0,3,8,2630,0,1,4,10,-0.011965252960127468,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,3540,9349,2.0,0,0,3,10,3540,0,1,4,10,0.05015654151058591,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,2.25,2240,5500,1.0,0,0,3,7,1490,750,1,4,10,-0.008361965421133752,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.0,1290,4000,1.5,0,0,3,7,1290,0,1,4,10,-0.0191857942688862,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,1860,44093,1.0,0,0,3,7,1860,0,1,4,10,-0.01988410580745087,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,1590,14766,1.0,0,0,3,8,1590,0,1,4,10,-0.0230265077309919,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,2320,7140,2.0,0,0,3,8,2320,0,1,4,10,-0.032383882347758526,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,4.0,3460,5400,2.0,0,0,3,10,2830,630,1,4,10,0.06146918843533361,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,1850,9248,2.0,0,0,3,8,1850,0,1,4,10,-0.0034737846511810363,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.25,2370,11310,1.0,0,0,3,8,1550,820,1,4,10,0.00881649842755722,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.25,1790,7500,1.0,0,0,3,7,1390,400,1,4,10,-0.011853523113957121,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.0,2050,11454,1.0,0,0,3,8,2050,0,1,4,10,-0.005568719266875057,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,3.5,3920,19088,1.0,0,1,3,10,2240,1680,1,4,10,0.14875813075591784,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,2,1.0,810,5060,1.0,0,0,3,6,810,0,1,4,10,-0.004870407728310384,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,2400,6053,2.0,0,0,3,8,2400,0,1,4,10,-0.016043392345345162,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,2190,34528,2.0,0,0,3,8,2190,0,1,4,10,-0.0020771615740516887,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,2910,48351,1.0,0,0,4,8,1910,1000,1,4,10,0.05378776151112221,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,2060,25046,1.0,0,0,4,8,1600,460,1,4,10,-0.029311311578073963,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,2,1.5,1280,1256,2.0,0,0,3,8,1200,80,1,4,10,-0.016427463691555733,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,6,3.75,3810,6150,2.0,0,0,4,8,3810,0,1,4,10,0.030743480738487976,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,1630,8400,1.0,0,0,4,7,1060,570,1,4,10,-0.005570115889952187,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,2,2.0,1610,6160,2.0,0,0,4,8,1610,0,1,4,10,-0.012551834652521795,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,1600,6250,2.0,0,0,3,7,1600,0,1,4,10,-0.032251203155431236,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.0,1140,8528,1.0,0,0,5,7,1140,0,1,4,10,-0.039785984656544066,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,2220,7210,1.0,0,0,3,7,1270,950,1,4,10,-0.010177575421401904,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.0,1230,4600,1.5,0,0,3,7,1230,0,1,4,10,-0.002496148497190493,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,1740,1308,3.0,0,0,3,8,1740,0,1,4,10,0.0039283176576045045,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,2380,9719,2.0,0,0,3,8,2380,0,1,4,10,-0.03350132047176972,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,2,1.0,2160,7439,1.0,0,0,4,6,1300,860,1,4,10,0.011958900351098251,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,2240,7500,2.0,0,0,3,8,2240,0,1,4,10,-0.030714917770588962,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,3.0,4780,20440,1.0,0,0,4,10,3660,1120,1,4,10,0.2842305692374645,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,2620,8280,1.0,0,0,4,7,1330,1290,1,4,10,0.010492446120112438,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.75,1820,52889,2.0,0,0,3,8,1820,0,1,4,10,-0.01716069080704864,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,2,1.0,1750,60872,1.0,0,0,4,7,1180,570,1,4,10,0.015394593120836447,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.25,1890,7210,1.0,0,0,3,8,1890,0,1,4,10,0.000716084580207006,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.0,1990,65340,2.0,0,0,3,8,1990,0,1,4,10,-0.005568719266875057,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,3.0,2230,4400,2.0,0,0,3,7,1730,500,1,4,10,0.05308944997255753,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,2,1.0,850,6000,1.0,0,0,3,6,850,0,1,4,10,-0.04328452546475309,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,1.75,2330,6000,1.5,0,0,3,8,2080,250,1,4,10,0.03982153073982874,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.5,960,7400,1.0,0,0,3,7,960,0,1,4,10,-0.042299906195376887,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,3100,45738,2.0,0,0,3,10,3100,0,1,4,10,0.04951409489510642,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.75,1700,7495,1.0,0,0,4,7,1200,500,1,4,10,-0.011015549267679512,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,1.75,2110,8500,1.0,0,0,3,7,1100,1010,1,4,10,-0.006127368497726797,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,2,1.0,860,5080,1.0,0,0,3,7,860,0,1,4,10,-0.046077771619011776,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,2,1.0,1330,3698,1.0,0,0,3,7,1330,0,1,4,10,-0.012482003498665326,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.25,2000,8068,2.0,0,0,5,8,2000,0,1,4,10,0.02376036535284124,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,1.0,1700,11727,1.5,0,0,4,7,1700,0,1,4,10,-0.00012188926607060241,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,1900,13600,1.0,0,0,4,8,1900,0,1,4,10,0.0935915192093086,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,0.75,1240,7200,1.0,0,0,3,7,1240,0,1,4,10,-0.0262387408083894,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,2440,5737,2.0,0,0,4,8,1700,740,1,4,10,0.03912321920126406,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.5,1690,4088,2.0,0,0,3,7,1690,0,1,4,10,-0.005848043882300928,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,1430,16200,1.0,0,0,4,7,1430,0,1,4,10,-0.015694236576062826,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,1440,7200,1.0,0,0,3,7,1440,0,1,4,10,-0.041887902387623736,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,3.25,2730,9588,2.0,0,1,3,10,1900,830,1,4,10,0.06160885074304656,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,2760,8558,2.0,0,0,3,7,2760,0,1,4,10,-0.013250146191086469,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,1,1.0,660,3570,1.0,0,0,3,6,660,0,1,4,10,-0.02162988465386256,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,6,4.5,3600,6110,2.0,0,0,3,9,2510,1090,1,4,10,0.026553471844792214,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,5,3.75,4570,10194,2.0,0,0,3,11,4570,0,1,4,10,0.06942993997497089,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,2.5,2413,5701,2.0,0,0,3,8,2413,0,1,4,10,-0.011860506229342769,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,3.25,2610,2552,2.0,0,0,3,10,2160,450,1,4,10,0.02585529996853526,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,1.75,1300,1237,2.0,0,0,3,7,1060,240,1,4,10,-0.032383882347758526,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,4,3.5,2340,2810,2.0,0,2,3,8,1730,610,1,4,10,0.02725192304566461,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-10,3,2.75,1160,1073,2.0,0,0,3,7,880,280,1,4,10,-0.01915464957426621,0.6051216290276937,0.9016764372441112,0.2521327014218014,0.7847506032111788,0.42673694491040737,0.8936255564481265
2015-04-13,2,1.75,1450,15798,2.0,1,4,3,7,1230,220,1,4,13,0.016078938428629827,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,3,1.75,1530,7245,1.0,0,0,4,7,1530,0,1,4,13,-0.013948457729651144,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,3,2.0,1010,7380,1.0,0,0,3,7,1010,0,1,4,13,-0.02162988465386256,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,4,1.0,1500,6388,1.5,0,0,4,7,1500,0,1,4,13,-0.01967461234588147,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1,4,13,-0.01744001542247451,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,6,6.0,7390,24829,2.0,1,4,4,12,5000,2390,1,4,13,0.6648103577552117,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,3,2.5,2080,4556,2.0,0,0,3,8,2080,0,1,4,13,0.0038584865037480376,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,3,2.25,2330,11424,2.0,0,0,4,8,2330,0,1,4,13,0.02236374227571189,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,5,5.0,8000,23985,2.0,0,4,3,12,6720,1280,1,4,13,0.6717934731408585,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,4,2.25,2270,12000,1.0,0,0,4,7,1360,910,1,4,13,-0.016741703883909838,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,4,2.25,2690,15000,2.0,0,0,3,9,1890,800,1,4,13,0.02236374227571189,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,3,2.5,1740,1280,3.0,0,2,3,8,1740,0,1,4,13,0.005604265350159722,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,2,2.5,1550,2657,2.0,0,0,4,8,1550,0,1,4,13,-0.015903730037632232,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,3,1.75,1580,9719,1.0,0,0,5,7,1580,0,1,4,13,-0.003180493804983873,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
2015-04-13,3,1.0,1830,12036,1.0,0,0,3,7,1550,280,1,4,13,-0.026867221193097604,0.6032878698686513,0.8731550476279684,0.2559238862559245,0.8041055603580972,0.4057211308461384,0.8565012689586851
